performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
5628,14878,468,25.57,100,F,Quiz,2024-03-19,935,Present strong education hit war wish continue.
5629,7742,493,28.55,100,C,Midterm,2025-01-10,183,West common summer accept ask notice also.
5630,4315,83,55.08,100,D,Midterm,2024-08-27,848,Town individual better try.
5631,2435,476,19.64,100,B,Quiz,2024-02-06,507,Measure team to style police.
5632,6883,96,12.55,100,A,Final,2024-05-05,311,Training big bring.
5633,17935,148,0.94,100,A,Midterm,2024-11-12,280,Thing husband toward else.
5634,11643,111,30.0,100,C,Final,2024-05-09,833,She agree federal eight others.
5635,6062,421,16.92,100,F,Midterm,2024-09-26,513,Easy simple far culture yard back himself.
5636,2337,253,15.35,100,B,Final,2024-04-20,792,Current network somebody.
5637,7941,102,26.24,100,D,Midterm,2024-08-06,700,Month pretty gas very authority arrive here.
5638,692,136,86.35,100,F,Quiz,2024-06-28,270,Box investment between.
5639,9399,123,95.32,100,D,Final,2024-07-02,932,Find share so class know.
5640,4776,327,55.26,100,B,Final,2024-03-02,695,Conference bring interview investment.
5641,12045,293,60.41,100,F,Final,2024-04-17,573,Serious place though former expect million.
5642,5334,383,78.94,100,D,Final,2024-07-27,592,Training pretty management deal since type.
5643,12686,187,36.84,100,F,Final,2024-03-23,445,Tax door glass word identify.
5644,18939,129,95.44,100,B,Midterm,2024-11-10,4,Head cost weight me position finally positive.
5645,16595,410,76.42,100,D,Midterm,2024-02-11,55,Along wonder network.
5646,13825,76,21.98,100,F,Quiz,2024-02-24,113,Candidate adult key window financial.
5647,12920,289,21.3,100,A,Quiz,2024-04-12,189,Operation among performance matter international push art.
5648,8648,382,85.26,100,C,Final,2024-03-07,690,Day tonight bag ground part shake.
5649,9418,298,32.22,100,D,Quiz,2024-09-17,393,Offer traditional raise cultural candidate recognize cause.
5650,10943,206,69.8,100,A,Midterm,2024-12-22,681,Much experience that high environment beautiful.
5651,920,253,42.65,100,B,Final,2024-07-20,819,Cut item thank decision read behind role.
5652,10244,41,99.55,100,B,Quiz,2024-05-01,62,Fast recently trade energy idea know health follow.
5653,19062,209,11.19,100,B,Final,2024-03-06,751,Civil key since.
5654,7398,150,70.66,100,C,Final,2024-12-31,825,Many product hear.
5655,19632,394,65.66,100,F,Final,2025-01-14,77,Cold late responsibility film pull deep believe effort.
5656,18244,148,68.83,100,B,Final,2024-05-21,329,Mean talk their resource effect really main several.
5657,9087,298,63.71,100,B,Final,2024-09-15,957,Officer every walk whatever institution test mean.
5658,1317,189,47.13,100,C,Final,2024-08-10,634,Suggest husband direction worker book however.
5659,9696,43,33.06,100,D,Final,2024-05-06,278,Force rest task worker fish watch.
5660,19542,63,34.1,100,A,Midterm,2024-05-08,145,After new difficult another eight speak sort.
5661,5143,375,59.64,100,A,Quiz,2025-01-30,558,National whole mission seat want simple interesting bad.
5662,12219,340,97.55,100,F,Final,2024-12-25,961,Ask manage note total idea style hand.
5663,12321,264,8.53,100,D,Quiz,2025-01-21,324,Stock partner relationship kid on end.
5664,11522,3,82.93,100,F,Quiz,2024-12-14,116,Fund too conference support fish human.
5665,10161,305,6.15,100,F,Final,2024-10-06,433,Hair protect determine class.
5666,19831,289,11.75,100,C,Final,2024-04-07,286,Effect coach notice compare natural.
5667,18168,387,94.19,100,A,Final,2024-08-14,748,Partner letter tell if remember risk.
5668,16530,344,97.62,100,F,Midterm,2024-09-27,538,Assume later tend challenge fine.
5669,434,443,71.37,100,D,Final,2024-04-25,746,Type although sit wish success.
5670,16852,74,16.09,100,F,Midterm,2024-07-01,752,Else nation small well.
5671,19742,399,98.81,100,C,Midterm,2025-01-18,797,Rest environmental fact sometimes education.
5672,16377,138,90.36,100,D,Quiz,2024-02-13,303,Data deal western detail choose.
5673,14984,165,17.07,100,F,Midterm,2024-10-31,380,Keep east however often.
5674,11059,40,31.63,100,B,Quiz,2024-06-29,306,Idea head address.
5675,7671,379,48.95,100,F,Quiz,2024-09-17,324,Close there yourself join newspaper nor.
5676,4445,18,27.25,100,A,Midterm,2024-10-30,415,Political sometimes important administration black buy.
5677,1882,148,13.92,100,D,Midterm,2024-07-17,767,Street smile recent west meeting business.
5678,16199,190,62.41,100,D,Quiz,2024-07-07,757,Task seek according hot both bad second.
5679,5999,499,57.16,100,F,Final,2024-04-14,400,The population ok way power contain city site.
5680,17018,466,36.25,100,C,Final,2024-03-13,421,Product their job family picture citizen start.
5681,989,190,1.73,100,C,Final,2024-09-25,373,As outside business explain high agent road.
5682,19526,391,89.95,100,D,Final,2024-02-07,729,Campaign beyond all change professor attack.
5683,6449,377,62.0,100,B,Quiz,2024-08-21,692,Pass money worry that small cell.
5684,2707,273,52.84,100,A,Quiz,2024-09-12,261,Rich agree Democrat tax young front.
5685,1338,177,28.04,100,C,Final,2024-10-11,744,Bank left important step news health need.
5686,11730,471,17.25,100,A,Quiz,2024-02-02,857,Simply story unit anyone.
5687,17508,300,98.98,100,C,Quiz,2024-05-13,53,Deal majority wear why.
5688,11971,280,89.9,100,A,Final,2024-12-20,395,Wonder score themselves outside star attention his small.
5689,17851,71,67.83,100,A,Final,2024-12-15,258,Reduce house treatment I.
5690,4449,205,2.36,100,C,Final,2024-05-06,129,Require decide those would cold.
5691,3953,48,48.36,100,B,Quiz,2024-02-27,289,Drug as memory respond unit need lot.
5692,12624,79,73.26,100,C,Midterm,2024-05-01,731,Return machine fight.
5693,13473,287,94.51,100,C,Quiz,2024-05-13,373,On rather Democrat.
5694,1116,227,2.21,100,B,Quiz,2024-07-23,310,Bit less maintain decade bill.
5695,4557,409,17.46,100,C,Quiz,2024-05-29,325,Value school step step sure conference people.
5696,770,142,30.65,100,A,Final,2024-10-09,512,Until idea across law physical down.
5697,3632,492,5.25,100,D,Midterm,2024-10-05,34,Reality around drop beautiful.
5698,16702,453,64.46,100,B,Midterm,2024-06-02,117,Food dog future unit of quickly local.
5699,3366,457,5.12,100,A,Midterm,2024-05-17,979,Green method develop threat.
5700,11855,262,94.28,100,F,Final,2024-03-24,705,Than across up out fish pass like.
5701,1443,150,59.76,100,D,Midterm,2024-06-13,140,Now protect remain somebody.
5702,5294,161,4.44,100,B,Quiz,2024-11-12,32,Personal avoid energy tend try.
5703,4071,54,61.59,100,F,Final,2024-09-14,345,Hit accept drug baby.
5704,5360,203,8.5,100,B,Quiz,2024-03-17,796,People laugh country.
5705,4454,251,4.02,100,D,Midterm,2024-04-21,133,Administration offer way raise opportunity fine or.
5706,12247,289,12.71,100,D,Quiz,2024-08-06,504,Trip indicate seek consider project.
5707,13297,476,0.45,100,A,Midterm,2024-02-11,462,Course couple law study although fall.
5708,3596,273,86.56,100,B,Midterm,2024-11-15,812,Television man write any.
5709,3823,6,4.96,100,C,Quiz,2024-10-09,854,Area yes himself current.
5710,11464,76,34.22,100,C,Midterm,2024-09-18,884,Sign people lot item when when here beautiful.
5711,283,382,73.69,100,C,Quiz,2024-04-09,914,Degree amount let throughout growth food interest.
5712,3676,395,66.39,100,F,Quiz,2025-01-10,659,People clear film morning traditional.
5713,6947,142,74.72,100,D,Final,2024-03-19,974,Note least husband participant.
5714,9300,289,29.9,100,F,Quiz,2025-01-30,606,International cell process again industry development right.
5715,14876,318,15.5,100,F,Quiz,2024-05-22,73,Around method cover race impact visit.
5716,2730,208,65.2,100,A,Final,2024-11-26,711,Method forget form agency great hard.
5717,8460,200,38.2,100,B,Midterm,2024-04-03,446,Hot man window grow up.
5718,14102,115,66.67,100,A,Quiz,2024-06-09,556,Region dog rate.
5719,4445,306,96.51,100,F,Quiz,2024-05-02,882,Suddenly ok court threat third.
5720,15061,196,54.31,100,B,Final,2024-12-05,380,Difficult entire fly.
5721,17029,327,30.29,100,C,Midterm,2024-03-23,404,Region believe from box.
5722,14099,455,18.23,100,D,Midterm,2024-06-02,352,Now exist long back heart team now six.
5723,14409,402,32.37,100,F,Final,2024-04-15,338,Interview popular memory remain.
5724,5669,154,3.04,100,C,Final,2025-01-29,805,Forget effort pretty agreement we prove.
5725,3684,212,98.69,100,B,Midterm,2024-12-23,124,Clearly pattern who loss executive.
5726,8692,92,11.43,100,C,Final,2024-05-06,183,Special adult care probably health.
5727,7779,410,51.76,100,B,Midterm,2024-02-20,462,Manager forward sea manage cold far appear.
5728,1622,475,32.6,100,C,Final,2024-12-19,9,Hit dark sort through another.
5729,5538,249,94.55,100,A,Midterm,2024-05-12,257,Democrat measure usually stuff picture exactly.
5730,7334,80,99.4,100,C,Quiz,2024-12-16,607,Method exactly herself head avoid response big.
5731,5219,16,71.89,100,D,Quiz,2024-09-04,861,She wall night leave.
5732,502,331,26.08,100,B,Final,2024-07-29,956,Customer off hour music unit.
5733,14295,50,67.85,100,B,Final,2024-06-17,665,At way bill manage wish eight.
5734,15306,213,99.58,100,C,Quiz,2024-05-21,916,Thought person listen tell.
5735,17092,186,13.23,100,F,Final,2024-03-10,701,Ask role either nearly after throughout.
5736,4797,312,98.88,100,F,Midterm,2024-10-02,213,Cost future fire power.
5737,3128,477,14.96,100,A,Midterm,2024-05-15,760,By nor today phone similar add health.
5738,5518,381,48.26,100,F,Final,2024-08-22,525,Spring scientist present news charge.
5739,11086,189,77.09,100,D,Final,2024-02-02,647,Always PM rise.
5740,5147,40,74.01,100,D,Final,2024-12-08,895,Article interesting from run model.
5741,18062,430,1.69,100,B,Quiz,2024-12-04,116,Forward office give party never stage about.
5742,1793,164,97.33,100,B,Quiz,2024-06-08,22,Model race common.
5743,8060,28,37.77,100,A,Final,2024-03-18,512,Old stage animal admit.
5744,710,85,74.74,100,C,Quiz,2024-10-25,191,One to remain eat.
5745,1795,408,46.74,100,B,Final,2024-09-10,2,Police more first political.
5746,3294,11,46.18,100,B,Final,2024-09-14,693,Camera rise floor write candidate him.
5747,435,67,12.2,100,A,Quiz,2024-03-10,560,South suggest structure over until practice four.
5748,11093,299,21.72,100,D,Quiz,2024-08-13,2,Safe prove Democrat they understand couple.
5749,16751,140,19.7,100,B,Quiz,2024-11-30,93,Down information reveal law.
5750,7987,192,89.6,100,F,Final,2024-11-07,879,Decade history those on.
5751,2952,351,64.9,100,A,Quiz,2024-03-04,857,Somebody total thousand.
5752,15847,74,46.77,100,B,Quiz,2024-03-25,199,Above stop act.
5753,7554,409,8.27,100,C,Final,2024-12-03,835,Stop thing policy actually despite up simply.
5754,2297,98,43.19,100,B,Midterm,2025-01-12,117,Much fight reveal believe activity doctor recent.
5755,11900,304,91.63,100,F,Final,2024-10-25,643,That traditional safe hand.
5756,11820,461,30.4,100,F,Quiz,2024-08-17,78,Rather language hair second.
5757,15023,282,6.03,100,F,Quiz,2024-09-15,351,Guess also half green cost together outside.
5758,11209,253,39.29,100,C,Midterm,2024-10-15,768,Catch she everybody these together.
5759,14191,95,37.3,100,A,Final,2024-09-11,273,Push month last place song.
5760,941,332,17.27,100,B,Final,2024-06-24,238,Foot tree compare wear behavior identify although.
5761,18805,112,95.99,100,A,Quiz,2024-02-04,274,Represent hair one success.
5762,12058,366,92.09,100,D,Final,2024-12-21,100,Half work executive issue hotel music less.
5763,4128,315,93.85,100,F,Final,2024-08-22,22,That company field where sell difference.
5764,8160,244,48.02,100,F,Midterm,2024-02-29,876,Seek sing by painting game.
5765,10989,133,15.6,100,B,Midterm,2024-10-01,488,Time blue add economic media growth woman.
5766,771,489,12.93,100,D,Final,2024-03-12,177,Expect movie economy look daughter keep box few.
5767,3221,481,82.75,100,D,Quiz,2025-01-22,527,Later grow condition back feeling capital director.
5768,18429,336,90.09,100,D,Quiz,2024-09-05,158,Wall think much culture follow church.
5769,17693,399,45.39,100,B,Final,2024-06-26,349,Risk mouth pass especially fast speech green.
5770,299,25,85.85,100,B,Midterm,2024-04-12,761,Price former radio education.
5771,5608,478,20.89,100,C,Quiz,2024-10-19,766,They leave toward grow.
5772,7557,223,42.13,100,C,Midterm,2024-10-21,633,National success win region provide.
5773,12321,252,11.28,100,B,Midterm,2024-11-07,798,Woman church difference.
5774,7058,302,32.82,100,A,Midterm,2024-05-25,73,Same able require its again.
5775,11194,173,56.94,100,B,Midterm,2024-04-26,219,While impact other Congress bill.
5776,19417,444,62.72,100,B,Midterm,2024-09-13,347,Tell data sound.
5777,19580,363,96.69,100,A,Midterm,2024-11-05,366,Minute discussion ability special still go program factor.
5778,3058,279,72.88,100,C,Midterm,2024-07-23,671,Skill continue Mr generation strategy.
5779,15863,494,78.3,100,D,Midterm,2024-07-23,168,Southern various pass modern age in.
5780,16650,483,10.13,100,F,Quiz,2024-12-19,115,Begin his identify forget those small south go.
5781,18285,356,50.48,100,A,Quiz,2024-10-19,615,Necessary eight back enough store data option.
5782,18305,171,4.86,100,A,Midterm,2024-03-08,541,Near sure fact others through direction oil.
5783,17929,428,63.04,100,A,Midterm,2024-03-17,763,Trouble type war end that us.
5784,7251,66,89.29,100,B,Final,2024-05-05,23,Technology name before.
5785,18439,203,2.91,100,B,Final,2025-01-22,283,Recognize finally organization seven drive.
5786,18460,491,40.06,100,A,Midterm,2024-03-31,412,When present site.
5787,19063,422,0.18,100,B,Quiz,2024-11-01,515,Sure evidence officer certainly.
5788,1977,474,47.02,100,B,Quiz,2024-03-11,294,Mother gun player.
5789,9573,406,81.46,100,F,Final,2024-11-01,622,Large five group bag.
5790,73,328,57.89,100,A,Midterm,2024-03-12,222,Few church film tell record low road.
5791,2599,296,76.29,100,D,Quiz,2024-04-17,749,Early should beat agency term water.
5792,16538,473,81.62,100,C,Final,2024-08-20,878,Peace remember especially avoid culture theory.
5793,13216,2,0.54,100,F,Midterm,2024-05-28,902,Number husband capital.
5794,19810,467,25.25,100,B,Midterm,2024-03-21,339,Responsibility difficult theory believe.
5795,5219,31,17.7,100,B,Quiz,2024-03-20,811,Training room ability argue lawyer.
5796,1782,405,30.88,100,F,Quiz,2024-07-23,502,Across situation much cultural above attorney admit.
5797,17355,439,3.4,100,C,Midterm,2024-08-08,110,My wide blood big.
5798,9742,473,90.39,100,B,Midterm,2024-04-03,101,Life one pull chance.
5799,3421,461,6.7,100,D,Final,2025-01-02,29,Event international manager doctor finish one wall.
5800,11312,453,10.51,100,A,Midterm,2024-08-13,486,Teach almost black answer blood sure.
5801,10273,126,94.5,100,B,Final,2024-06-11,779,Popular serious market.
5802,9618,350,88.13,100,B,Final,2024-11-19,380,Whose mission if car discover happy.
5803,6895,476,76.73,100,C,Final,2024-10-14,546,Office within piece result alone turn increase.
5804,8679,311,9.59,100,F,Midterm,2024-03-18,394,Between indeed key mind report price.
5805,10161,94,30.53,100,A,Final,2024-03-24,800,Sell staff rich wife for.
5806,16912,172,85.61,100,D,Midterm,2024-05-04,520,Class perhaps area defense bit it expert wife.
5807,9650,426,40.53,100,F,Final,2024-09-02,261,Choice your meet.
5808,14424,115,82.14,100,F,Quiz,2024-03-16,248,Huge worry whole day discover term television.
5809,499,43,96.55,100,A,Midterm,2024-05-25,978,Reality most senior avoid one we again.
5810,15389,478,60.72,100,C,Midterm,2024-07-08,388,Day child line edge image.
5811,4245,468,51.53,100,A,Midterm,2024-08-29,846,Weight enjoy so son arrive share worry give.
5812,10504,428,84.51,100,D,Midterm,2024-09-10,431,Name involve produce glass opportunity foot.
5813,17419,291,82.38,100,B,Midterm,2024-03-20,793,Because debate believe focus quite decision air.
5814,3867,459,48.65,100,A,Final,2024-05-16,388,Particularly skill ahead who sound word.
5815,15219,163,20.94,100,A,Midterm,2024-10-29,969,Finally game law game.
5816,10309,399,48.68,100,C,Final,2024-04-14,459,State own structure during attack.
5817,1196,432,10.29,100,B,Quiz,2024-12-03,887,Nothing house night least manager clearly.
5818,735,75,76.63,100,D,Final,2024-06-21,670,High soldier seat interesting office a party these.
5819,18701,64,67.1,100,B,Final,2024-08-21,787,Guy while natural.
5820,8996,5,28.05,100,B,Quiz,2024-07-24,546,Account really open by court professional physical.
5821,7377,66,25.34,100,A,Midterm,2024-03-26,620,Congress question official drive section I range success.
5822,10838,137,8.16,100,F,Final,2024-04-26,130,Ready claim three.
5823,19616,240,60.56,100,D,Final,2024-08-21,402,Buy girl research voice middle those soldier.
5824,9706,72,41.09,100,B,Quiz,2024-10-03,215,Push us nature each wear.
5825,4022,104,15.78,100,D,Midterm,2024-08-04,88,Fire later take doctor report number ok enter.
5826,5678,324,46.54,100,A,Quiz,2024-08-22,705,Partner defense my policy doctor international.
5827,10178,7,70.97,100,C,Midterm,2024-11-23,445,More million meeting form cost return rate.
5828,4217,383,60.5,100,D,Midterm,2024-05-21,628,Where four half compare sure reach others.
5829,2255,208,12.37,100,D,Quiz,2024-12-10,226,Road continue bar rich.
5830,9140,295,82.82,100,A,Final,2024-06-30,899,Discover shake table somebody.
5831,10113,203,25.22,100,D,Quiz,2024-04-26,732,Go at buy hot other.
5832,16501,96,5.63,100,F,Final,2024-04-24,746,The see fast exist agree reduce.
5833,4897,31,49.86,100,D,Midterm,2024-04-08,273,Claim down friend two central.
5834,12594,141,53.24,100,B,Quiz,2025-01-29,873,Art civil know every.
5835,15137,42,89.86,100,B,Midterm,2024-10-25,198,Attention dark their free key government.
5836,15950,214,19.03,100,A,Final,2024-06-25,997,Memory on return thing.
5837,9105,415,50.56,100,D,Final,2024-06-29,259,Financial pick others wide wind marriage realize sea.
5838,7399,53,79.26,100,B,Midterm,2024-06-01,754,Moment edge which Mrs check magazine.
5839,17738,93,45.97,100,C,Quiz,2024-03-22,871,Home himself morning focus subject eight hear.
5840,13708,233,22.27,100,C,Quiz,2024-12-06,510,Effort beautiful stop every class.
5841,10397,445,19.08,100,A,Final,2025-01-07,818,Trade religious do candidate.
5842,18415,151,99.78,100,A,Final,2024-08-10,669,Speak myself until thought.
5843,8194,237,88.91,100,C,Quiz,2024-09-05,386,More they according hot floor.
5844,763,430,96.33,100,A,Final,2024-07-07,480,Good identify hot plan shoulder quality compare.
5845,12045,142,99.06,100,C,Final,2024-11-24,630,Ask concern article great measure lay.
5846,14056,62,66.25,100,B,Quiz,2024-07-10,959,Manager truth research prepare.
5847,6016,119,27.5,100,F,Midterm,2024-11-05,62,Our case decade light bit.
5848,14344,270,50.28,100,B,Midterm,2024-06-05,255,Reality someone then room.
5849,10674,436,23.01,100,C,Quiz,2024-07-08,184,Help interest include happen if special.
5850,4911,62,22.28,100,B,Quiz,2024-10-13,571,Well tax easy.
5851,13730,473,53.52,100,F,Quiz,2024-11-03,924,Region save beautiful director.
5852,16310,112,16.41,100,F,Quiz,2024-08-13,651,Bit artist education serve kid like future give.
5853,19285,199,5.17,100,F,Quiz,2025-01-29,249,Money food over according color employee.
5854,19588,145,49.43,100,F,Final,2024-06-19,635,About protect language real on follow building.
5855,16608,493,60.63,100,C,Final,2024-12-27,245,Less seem start attack create charge.
5856,4988,378,51.54,100,A,Quiz,2024-08-14,263,Girl year gas continue.
5857,459,317,28.24,100,A,Final,2024-09-18,465,Room market its foot family interview.
5858,19395,12,69.93,100,D,Midterm,2024-08-03,356,Throw sometimes person not.
5859,9279,419,50.25,100,C,Quiz,2024-10-12,875,Dark stay consider new avoid mouth.
5860,10475,28,37.3,100,D,Midterm,2024-07-20,946,Within phone skin civil of mother sign.
5861,7826,221,67.07,100,D,Final,2024-08-25,569,Number his lot shake debate ball he.
5862,5320,445,43.27,100,D,Final,2024-06-21,968,Participant through identify cut.
5863,615,196,50.22,100,C,Quiz,2024-07-01,448,Her nation hundred civil economy first.
5864,8205,212,36.49,100,B,Midterm,2024-07-19,337,Party boy deep almost cut.
5865,15857,451,14.65,100,F,Quiz,2024-05-24,340,Family us but.
5866,12482,368,39.34,100,C,Final,2024-05-15,289,In item person adult understand fast.
5867,7040,306,90.73,100,F,Quiz,2024-10-30,481,Simply sport season police her.
5868,19633,112,0.41,100,D,Midterm,2024-05-25,894,Record out poor.
5869,23,144,39.73,100,D,Midterm,2024-04-01,737,Hotel event between similar charge people.
5870,11854,349,16.38,100,D,Quiz,2024-08-23,105,Show space bar instead before.
5871,4478,415,30.02,100,A,Midterm,2024-11-26,902,Foreign how to nature my.
5872,711,170,16.09,100,D,Final,2024-11-20,727,Guy catch section radio.
5873,852,489,72.15,100,F,Midterm,2024-12-27,635,These red where among fire else throw.
5874,2599,372,76.09,100,D,Quiz,2024-05-23,910,Simple development baby buy.
5875,455,204,43.23,100,B,Final,2024-08-19,304,Deep social camera policy party.
5876,16712,312,10.67,100,A,Midterm,2024-10-26,806,Fact talk with stock stage loss.
5877,2861,435,12.23,100,A,Quiz,2024-05-16,89,Fear beat power fund explain explain focus.
5878,10299,161,79.3,100,A,Final,2024-02-24,502,History I what.
5879,6360,268,21.6,100,F,Quiz,2024-09-08,600,Wife detail career important age.
5880,14933,1,83.92,100,C,Quiz,2024-11-04,842,Product will remember interview from system growth.
5881,16956,100,31.94,100,B,Midterm,2024-04-02,487,Stand whom benefit trade bring.
5882,15419,25,21.41,100,A,Quiz,2024-12-20,226,Together sense stand expect institution really.
5883,4903,259,50.57,100,D,Final,2024-07-24,903,Thus senior live remain.
5884,4490,163,46.83,100,F,Final,2024-08-31,357,Cut clear movie challenge off expert approach.
5885,5926,208,26.6,100,D,Quiz,2024-07-29,696,Determine wife out fact push.
5886,16283,472,70.97,100,F,Final,2024-10-10,752,Clear may group section relationship worker.
5887,11041,71,33.64,100,B,Midterm,2024-07-14,965,Technology animal might yourself.
5888,15087,47,76.45,100,F,Midterm,2024-07-07,426,Thousand call wife friend point.
5889,17229,137,71.11,100,C,Quiz,2024-02-17,571,Especially big friend room.
5890,5605,438,74.67,100,B,Final,2024-03-17,710,Training sea issue generation.
5891,19165,151,65.29,100,C,Quiz,2024-10-18,973,Themselves her write.
5892,1389,167,69.67,100,D,Final,2024-09-29,805,There hour red.
5893,8867,289,60.8,100,C,Quiz,2024-05-14,648,Employee such administration story it.
5894,11024,361,11.93,100,A,Quiz,2024-11-29,262,President little own believe its method provide.
5895,3692,459,1.03,100,A,Quiz,2024-02-22,631,Question hospital system team forget.
5896,17506,474,46.41,100,B,Final,2024-12-22,585,Author tell job evening star.
5897,568,180,89.08,100,C,Final,2024-06-16,100,Woman agreement act well will politics.
5898,6567,253,19.24,100,B,Final,2024-04-29,845,His also left type television read hold size.
5899,12531,218,96.85,100,C,Quiz,2024-12-05,879,Third gun may well hold left.
5900,16681,37,64.95,100,B,Final,2024-12-26,735,Believe let fall.
5901,140,98,57.96,100,D,Quiz,2024-05-06,227,Theory charge commercial animal attack run.
5902,3566,397,99.53,100,C,Final,2024-05-03,638,Low expert radio lay.
5903,16238,24,49.56,100,A,Final,2024-10-24,579,Why it least bad ever quite.
5904,16201,215,49.52,100,A,Midterm,2024-07-21,972,Same reveal its without society realize.
5905,5023,273,40.55,100,C,Quiz,2024-03-23,98,Action onto difficult artist.
5906,13606,407,2.98,100,D,Midterm,2024-07-14,780,Hear participant green operation point industry.
5907,2960,299,92.35,100,F,Final,2024-11-09,47,Test number meeting look once smile.
5908,8833,460,92.82,100,F,Quiz,2024-05-15,144,Past day every respond type line chair.
5909,11090,186,38.54,100,D,Midterm,2024-09-19,190,Face identify well attorney why environmental.
5910,17715,322,93.51,100,C,Midterm,2024-08-27,860,Level with series foreign raise simple article fly.
5911,17053,77,55.48,100,D,Quiz,2024-02-20,969,Religious inside player standard benefit.
5912,4349,227,63.86,100,C,Midterm,2024-03-25,388,Congress deal tax record give especially term fire.
5913,10187,256,81.02,100,A,Quiz,2024-03-06,539,Green become believe various family read we task.
5914,14597,18,25.49,100,C,Quiz,2025-01-17,84,Treatment not give top increase mind life commercial.
5915,13340,341,2.34,100,B,Midterm,2024-05-07,830,Myself quickly professional price catch crime college.
5916,4933,246,69.63,100,C,Quiz,2024-07-21,546,Throughout accept carry instead begin under.
5917,16283,301,25.66,100,B,Midterm,2024-12-19,760,Big side only seven your nature.
5918,346,184,4.64,100,A,Quiz,2024-10-24,811,Pressure impact conference the magazine who.
5919,8743,344,21.77,100,C,Quiz,2024-07-21,439,Laugh vote stuff.
5920,64,417,88.52,100,C,Final,2024-07-18,804,Treatment when new rule gas.
5921,11307,135,71.46,100,B,Midterm,2024-06-05,217,Somebody watch strong decide instead necessary none.
5922,6947,441,43.73,100,D,Quiz,2024-06-08,607,Report education a front try road.
5923,8207,99,77.64,100,D,Midterm,2024-11-13,599,Other game laugh house include purpose.
5924,13991,297,68.77,100,B,Midterm,2024-04-20,953,Bit approach collection approach much federal.
5925,3399,443,33.01,100,F,Quiz,2024-10-13,593,Past piece tax wife recognize.
5926,11823,294,86.96,100,A,Quiz,2024-06-14,821,Very somebody cell site dream institution.
5927,14798,321,3.52,100,F,Quiz,2024-12-25,368,Pick news safe keep write score.
5928,8778,279,73.54,100,A,Quiz,2024-12-25,524,Fly because staff relationship similar science.
5929,4538,222,26.67,100,A,Quiz,2024-07-20,604,Production soldier four this effect in.
5930,8213,44,70.31,100,C,Final,2024-04-13,496,Body continue find.
5931,4552,153,42.53,100,B,Midterm,2024-04-19,778,Accept assume edge whole notice community present.
5932,6461,155,33.95,100,C,Midterm,2024-12-14,602,Man free relationship on wind movie list network.
5933,9018,99,4.19,100,F,Final,2024-09-05,253,Glass ahead word most wrong.
5934,14273,443,41.1,100,C,Final,2024-03-11,882,Threat reveal without vote small.
5935,1277,171,30.96,100,D,Midterm,2024-08-11,813,If former list behind rich word.
5936,18997,293,39.91,100,B,Quiz,2024-07-30,895,Seek act management since child reason group main.
5937,1517,224,59.62,100,D,Quiz,2024-12-01,53,Television network there at marriage.
5938,15445,64,22.29,100,F,Midterm,2024-11-01,901,War receive point citizen.
5939,5068,338,65.42,100,D,Quiz,2024-08-21,328,Fall thousand article red training professional address.
5940,5230,253,69.4,100,C,Final,2024-11-23,982,List event expert who.
5941,1024,431,41.65,100,C,Midterm,2024-06-07,897,Across music manage improve show part.
5942,12158,463,71.06,100,D,Midterm,2024-02-01,477,Position ago five very your change plant.
5943,4086,444,12.09,100,F,Midterm,2024-07-06,147,Kitchen nation left year.
5944,2542,479,24.79,100,A,Final,2024-12-23,149,Always rule food idea candidate rock most house.
5945,7587,193,72.27,100,B,Midterm,2024-07-20,910,Item little right particularly whether.
5946,17841,427,3.79,100,A,Midterm,2024-05-11,615,Necessary nearly relate television and million.
5947,10948,312,87.92,100,C,Midterm,2024-10-13,535,Everything scientist camera policy man.
5948,15525,130,62.09,100,A,Midterm,2024-06-07,209,Difficult against through week civil stuff throughout.
5949,8329,212,44.38,100,C,Final,2024-03-27,910,Performance specific half those book system way education.
5950,14707,104,39.31,100,C,Midterm,2024-07-13,989,Event his family party western physical.
5951,9273,31,94.69,100,B,Final,2024-05-22,619,Season miss move prevent.
5952,11414,218,80.59,100,B,Quiz,2024-04-21,5,Step public wait make.
5953,8902,261,83.62,100,D,Midterm,2025-01-20,788,Watch think know these pass like.
5954,18266,29,14.86,100,F,Midterm,2024-06-05,819,Six notice kind song but key.
5955,7127,289,50.18,100,C,Midterm,2024-06-06,487,Including interest including work.
5956,15382,439,12.54,100,A,Midterm,2024-04-15,524,Easy friend almost media under hundred nation.
5957,6699,324,92.05,100,A,Quiz,2024-05-27,996,He somebody relationship.
5958,11249,456,8.54,100,D,Final,2024-10-29,670,Above arm way various thing knowledge about.
5959,7894,18,97.05,100,F,Quiz,2024-06-18,491,Television woman break road past.
5960,5425,481,99.25,100,A,Final,2024-01-31,513,Case hard source just today.
5961,13279,404,83.8,100,F,Midterm,2024-04-18,562,With rate activity evening end.
5962,4865,28,76.67,100,A,Midterm,2024-05-18,992,Home color already evening.
5963,19530,377,82.7,100,C,Midterm,2024-05-19,988,Brother build international develop task.
5964,13601,435,89.02,100,F,Quiz,2024-10-27,871,Our consider send wall why night.
5965,7781,92,6.39,100,C,Quiz,2025-01-01,661,Deal from offer song whom.
5966,9025,188,98.67,100,D,Quiz,2024-09-17,572,Reflect shoulder person test.
